outbreak_id,premises,state,state_name,flyway,herd_flock_type,production_type,link,lon,lat,week_id,iso_year,iso_week,week_start,case_week_start,is_case_week,lag_weeks_from_case
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W15,2022,15,2022-04-11,2022-10-03,0,-25
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W16,2022,16,2022-04-18,2022-10-03,0,-24
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W17,2022,17,2022-04-25,2022-10-03,0,-23
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W18,2022,18,2022-05-02,2022-10-03,0,-22
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W19,2022,19,2022-05-09,2022-10-03,0,-21
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W20,2022,20,2022-05-16,2022-10-03,0,-20
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W21,2022,21,2022-05-23,2022-10-03,0,-19
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W22,2022,22,2022-05-30,2022-10-03,0,-18
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W23,2022,23,2022-06-06,2022-10-03,0,-17
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W24,2022,24,2022-06-13,2022-10-03,0,-16
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W25,2022,25,2022-06-20,2022-10-03,0,-15
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W26,2022,26,2022-06-27,2022-10-03,0,-14
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W27,2022,27,2022-07-04,2022-10-03,0,-13
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W28,2022,28,2022-07-11,2022-10-03,0,-12
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W29,2022,29,2022-07-18,2022-10-03,0,-11
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W30,2022,30,2022-07-25,2022-10-03,0,-10
